,,,,,,,,,
Cybersecurity Risk Management_3.1,,,"·     Risk evaluation: Identify, prioritize, and document which risk should be treated or accepted based on the organization’s risk appetite. Risk evaluation outcomes must be officially approved by the top management",,,,,,
Cybersecurity Risk Management_3.1,,,·     Report the top cybersecurity risks within the [Risk Register] along with the remediation plans to the CST,,,,,,
Cybersecurity Risk Management_3.1,3.1.3,CL 2,Integrate the {Risk Assessment} process into the organization’s risk management framework and apply it at least for the following events:,Not Implemented,1- Evidence that the Risk Assessment process is integrated into organizational processes is missing.,,,,
Cybersecurity Risk Management_3.1,,,·      In the early stages of major technical projects or major changes to the organization or technical architecture,,,,,,
Cybersecurity Risk Management_3.1,,,·      Before launching new products and services ,,,,,,
Cybersecurity Risk Management_3.1,3.1.4,CL 3,"Continuously measure, review and optimize the [Requirements for Cybersecurity Risk Assessment] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Cybersecurity Risk Management_3.2,3.2,Cybersecurity Risk Treatment & Monitoring,,,,,,,
Cybersecurity Risk Management_3.2,Controls,,,Audit Result,,,,,
Cybersecurity Risk Management_3.2,3.2.1,CL 1,Define and document [Requirements for Cybersecurity Risk Treatment and Monitoring] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Cybersecurity Risk Management_3.2,,,·      The risk treatment plan,,,,,,
Cybersecurity Risk Management_3.2,,,·      The risk monitoring plan,,,,,,
Cybersecurity Risk Management_3.2,3.2.2,CL 1,Define and implement a  {Risk Treatment} process describing how assessed risks are treated resulting in a [Risk Treatment Plan]. ,Not Implemented,1- Approved Risk Treatment Plan showing the implementation of the Process is missing,,,,
Cybersecurity Risk Management_3.2,3.2.3,CL 1,"Define and implement a {Risk Monitoring} process that monitors and reviews the identified risks, the implementation of the risk treatment plan, the residual risk, and the status of the accepted risks.",Not Implemented,"1- Evidence of implementing the risk management process is missing, including:
  1.1- Risk register with status tracking.
  1.2- Risk treatment plan tracking.
  1.3- Residual and accepted risk review evidence.",,,,
Cybersecurity Risk Management_3.2,3.2.4,CL 3,"Continuously measure, review and optimize the [Requirements for Cybersecurity Risk Treatment and Monitoring] as well as the effectiveness of the processes.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_3.2,Logical Security,,,,,,,,
Logical Security_4.1,4.1,Cryptography,,,,,,,
Logical Security_4.1,Controls,,,Audit Result,,,,,
Logical Security_4.1,4.1.1,CL 1,Define and document [Requirements for Cryptography] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Logical Security_4.1,,,"·      Defining basic cryptographic protocols and techniques (e.g. AES 256, RSA 2048, and PKI) together with relevant restrictions (e.g. self-signed certificates, MD5)",,,,,,
Logical Security_4.1,,,"·      Conditions under which approved cryptographic protocols should be applied (data in transit, at rest, in use) taking into account the [Requirements for Information Protection]",,,,,,
Logical Security_4.1,4.1.2,CL 1,"Create a list of [Cryptographic Solutions] (e.g. products, algorithms and protocols) in accordance to relevant restrictions (e.g. legal, technical, national) and make sure it is approved by the responsible roles.",Implemented,,,,,
Logical Security_4.1,4.1.3,CL 1,"Use the [Cryptographic Solutions] based on the identified circumstances, in order to protect information throughout its complete life cycle (in transit, at rest, in use) according to its classification [Requirements for Information Protection].",Not Implemented,"1- Evidence of Implementing Cryptographic Solutions for data (in transit, at rest, in use) is missing.",,,,
Logical Security_4.1,4.1.4,CL 2,"Define and implement a {Life Cycle Management of Cryptographic Keys} process for handling the generation, protection, archiving, recovery, and destruction of cryptographic keys.",Not Implemented,1- Evidence of implementation is missing,,,,
Logical Security_4.1,4.1.5,CL 3,"Continuously measure, review and optimize the [Requirements for Cryptography].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_4.2,4.2,Change Management,,,,,,,
Logical Security_4.2,Controls,,,Audit Result,,,,,
Logical Security_4.2,4.2.1,CL 1,"Define and document [Requirements for Change Management] which consider the following:
·    Identifying, classifying, and prioritizing changes to the information assets that effect cybersecurity",Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Logical Security_4.2,4.2.2,CL 1,"Define and implement the {Change Management} process to authorize cybersecurity relevant changes (e.g. applied patches, configuration changes as part of remediation, upgrading or introduction of new equipment). ",Not Implemented,1- Evidence of implementation is missing,,,,
Logical Security_4.2,4.2.3,CL 1,"Plan and test the identified changes. Assess the potential impact [Cybersecurity Risk Assessment] of the changes on cybersecurity, communicate the changes, and obtain approval from the defined authorized roles (personnel/committee).",Not Implemented,"1.Samples of cybersecurity tests performed as part of Change Management process is missing.
2.Samples of Cybersecurity Risk Assessment performed as part of Change Management process is missing.",,,,
Logical Security_4.2,4.2.4,CL 2,Enhance and implement the [Requirements for Change Management] to consider the procedure for emergency changes. ,Not Implemented,1- Evidence of implementation is missing,,,,
Logical Security_4.2,4.2.5,CL 3,"Continuously measure, review and optimize the [Requirements for Change Management] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_4.3,4.3,Vulnerability Management,,,,,,,
Logical Security_4.3,Controls,,,Audit Result,,,,,
Logical Security_4.3,4.3.1,CL 1,Define and document [Requirements for Vulnerability Management] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Logical Security_4.3,,,"·      Scope, tools and technology, reporting",,,,,,
Logical Security_4.3,,,·      The frequency of scans,,,,,,
Logical Security_4.3,,,·      Timeframes for remediating the vulnerabilities (based on the criticality),,,,,,
Logical Security_4.3,4.3.2,CL 1,Define and implement a {Vulnerability Management} process consisting of:,Not Implemented,1- Evidence of implementation is missing.,,,,
Logical Security_4.3,,,·      Scanning: Conduct vulnerability scans on information assets [Asset Inventory] using relevant tools according to the frequency defined in the requirements (e.g. monthly for critical systems),,,,,,
Logical Security_4.3,,,·      Analyzing: Analyze the impact that the vulnerability has on the critical information assets and assign a criticality to it and define and assign timeframes (depending on the criticality) within which the vulnerabilities have to be remediated,,,,,,
Logical Security_4.3,,,·      Reporting: Report vulnerabilities [Vulnerabilities Report] along with criticality of the assets to the respective departments and define the recommended action. [Patch Management],,,,,,
Logical Security_4.3,4.3.3,CL 2,"Perform vulnerability scans triggered by distinct events (e.g. product release, major technical change, new equipment added to networks). ",Not Implemented,"1- Event-Triggered Scan Reports
2- Remediation Evidence is missing",,,,
Logical Security_4.3,4.3.4,CL 2,"Use specialized and automated vulnerability scanning tools (e.g. dedicated tools for webservers, mobile apps).",Not Implemented,"1- List of vulnerability scanning tools used is missing
2- Tool Configuration sample is missing
3- Screenshot or report showing that scans are scheduled automatically is missing
4- Scan Reports from the used tools is missing",,,,
Logical Security_4.3,4.3.5,CL 3,"Enhance vulnerability classification and reporting based on inputs from other sources (e.g. penetration testing, threat intelligence).",Not Implemented,"1- Documented vulnerability management process is missing:
  1.1- A section showing that vulnerabilities are reclassified based on:
    1.1.1- Threat intelligence.
    1.1.2- Penetration testing results.
2- A vulnerability report demonstrating reprioritization of issues based on threat intelligence or penetration test findings is not available.
3- Screenshot, email, or ticket showing that threat intelligence or pen test results were reviewed and applied is missing.",,,,
Logical Security_4.3,4.3.6,CL 3,"Continuously measure, review and optimize the [Requirements for Vulnerability Management] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_4.4,4.4,Patch Management,,,,,,,
Logical Security_4.4,Controls,,,Audit Result,,,,,
Logical Security_4.4,4.4.1,CL 1,Define and document [Requirements for Patch Management] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Logical Security_4.4,,,·      Scope of the patch management,,,,,,
Logical Security_4.4,,,·      Tools and techniques and patch management triggers,,,,,,
Logical Security_4.4,,,·      Patch testing environment,,,,,,
Logical Security_4.4,,,·      The frequency (incorporating regular patching),,,,,,
Logical Security_4.4,4.4.2,CL 1,Define and implement a {Patch Management} process that develops a [Remediation Plan] considering the following aspects:,Not Implemented,"1- Sample of implemented patches is missing, including:
  1.1- Cybersecurity risk assessment or vulnerability assessment report.
  1.2- Evidence of testing patches before production deployment and creating necessary backups based on risk assessment results.
  1.3- Evidence of triggering the Change Management process to implement patches.
2- Change request for the patch was not provided.
3- Updated remediation plan is missing.",,,,
Logical Security_4.4,,,·  [Vulnerabilities Report],,,,,,
Logical Security_4.4,,,·   [Cybersecurity Risk Assessment],,,,,,
Logical Security_4.4,,,·      Testing the patches before deploying in production and creating necessary backups based on the risk assessment results,,,,,,
Logical Security_4.4,,,·   [Change Management],,,,,,
Logical Security_4.4,,,·   Regular patch releases,,,,,,
Logical Security_4.4,4.4.3,CL 2,Ensure that the installed patches are successful and that the detected vulnerabilities have been remediated.,Not Implemented,"1- Logs or reports confirming that patches were successfully installed are missing.
2- Vulnerability rescan reports showing that vulnerabilities are closed or risks reduced were not provided.",,,,
Logical Security_4.4,4.4.4,CL 2,Enhance and implement the [Requirements for Patch Management] to include emergency patch activities for highly critical vulnerabilities.,Not Implemented,1- Evidence of implementation is missing.,,,,
Logical Security_4.4,4.4.5,CL 2,Apply patch packages (or software updates) on a regular basis for all the information assets.,Not Implemented,"1- Approved Patch schedule was not provided
2- Evidence of applying patched as per the schedule is missing ",,,,
Logical Security_4.4,4.4.6,CL 2,Automate and enforce patch management wherever possible (e.g. end user devices).,Not Implemented,"1- Screenshots or configuration evidence from patch management tools is missing.
2- Reports showing automated patch enforcement on all applicable systems and devices were not provided.
3- Evidence of a patch cycle with automation logs showing successful deployment to devices is not available.",,,,
Logical Security_4.4,4.4.7,CL 2,"Enhance the [Remediation Plan] and execute it based on threat intelligence, [Penetration Testing], and other sources.",Not Implemented,1- Evidence of implementation is missing.,,,,
Logical Security_4.4,4.4.8,CL 3,"Continuously measure, review and optimize the [Requirements for Patch Management] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_4.5,4.5,Network Security,,,,,,,
Logical Security_4.5,Controls,,,Audit Result,,,,,
Logical Security_4.5,4.5.1,CL 1,Define and document [Requirements for Network Security] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Logical Security_4.5,,,·      Managing and controlling the security of the networks operated by the organization and the information assets connected to it,,,,,,
Logical Security_4.5,,,·      Segregation of networks,,,,,,
Logical Security_4.5,,,·      Security requirements to protect the network services and the information transferred through it,,,,,,
Logical Security_4.5,4.5.2,CL 1,"Document the [Network Plan] which clearly reflects the actual state of the network (e.g. all connections into the networks, network devices, critical servers).",Not Implemented,"1. Network Diagram (HLDs, LLDs) is missing 
2. Network Plan is missing ",,,,
Logical Security_4.5,4.5.3,CL 1,"Ensure that the incoming and outgoing traffic is controlled (e.g. preventing malicious traffic, monitoring the traffic loads of switching facilities, controlling unwanted communication such as email, SMS) based on the [Requirements for Network Security].",Not Implemented,"1- Evidence of implementation is missing (i.e., firewall implemented policies, including allow Listing and DenyListing rules)",,,,
Logical Security_4.5,4.5.4,CL 1,"Ensure that only trusted and authorized protocols and IP address ranges are allowed to cross the boundary (e.g. using firewalls). Disable unused protocols, (e.g. disabling IPv6 if not used) on the equipment to reduce the attack surface on the network.",Not Implemented,"1- Evidence of implementation is missing (i.e., screenshots showing used protocols, disabled protocols, network interfaces, and open ports)",,,,
Logical Security_4.5,4.5.5,CL 1,"Protect the information transferred (e.g. from interception, copying, modification) through the organization's network and ensure that the confidentiality and integrity of the information are maintained (e.g. encryption).",Not Implemented,1.Evidence of allowing only Secure Encrypted Protocols is missing. ,,,,
Logical Security_4.5,4.5.6,CL 1,"Segregate the network into zones (e.g. domains, subnets) depending on the criticality of the information assets or services present in those zones (e.g. isolating production network from development and testing networks, separating network containing user workstations from authentication servers).",Not Implemented,1. Network diagram and configurations showing segregation are missing.,,,,
Logical Security_4.5,4.5.7,CL 1,Restrict the access to the organization's network (both wired and wireless networks) based on the access control list [Identity and Access Management].,Not Implemented,1.Evidence of implementing restrictions on the access to the organization's network (both wired and wireless networks) based on the access control list is missing. ,,,,
Logical Security_4.5,4.5.8,CL 1,"Secure the end user data, voice and signaling information transferred through the organization's telecommunications network (e.g. VoIP/SIP traffic, SS7).",N/A,,,,,
Logical Security_4.5,4.5.9,CL 1,Segregate the hosted customer network from the organization's telecommunication operational network.,N/A,,,,,
Logical Security_4.5,4.5.10,CL 2,"Cooperate with other organizations that own or operate interconnected networks with the organization’s network to detect and protect the connected users and the networks from malicious acts (e.g. to block email spams, DDoS, abnormal traffic patterns, implement Caller ID authentication to block illegal caller ID spoofing). ",N/A,,,,,
Logical Security_4.5,4.5.11,CL 2,"Ensure that the interfaces (e.g. Internet Exchange Points) to other networks are appropriately secured (e.g. securing BGP infrastructure, implementing high availability through redundancy, using strong cryptography).",N/A,,,,,
Logical Security_4.5,4.5.12,CL 2,Enhance and implement the [Requirements for Network Security] to handle internal and external attacks (e.g. DoS/DDoS) against the organization's network.,Not Implemented,"1- Evidence of implementation is missing (i.e., sample alert logs and traffic filtering report and SIEM integration showing blocked attacks.)",,,,
Logical Security_4.5,4.5.13,CL 2,Ensure that mechanisms are in place at the ICT facilities to detect and avoid network congestion which results in disruptions of services (e.g. implementation of additional facilities to balance the traffic load).,Not Implemented,1- Evidence of bandwidth management or rate-limiting configurations is missing. ,,,,
Logical Security_4.5,4.5.14,CL 2,"Use specific tools to analyze and filter all traffic (e.g. port filtering, host-based filtering) to detect any unauthorized traffic in the network.",Not Implemented,"1- Evidence of implementation is missing (i.e., firewall rules for port filtering, endpoint protection solution with host-based filtering, and sample logs showing blocked unauthorized traffic.) ",,,,
Logical Security_4.5,4.5.15,CL 3,"Continuously measure, review and optimize the [Requirements for Network Security].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_4.6,4.6,Logging and Monitoring,,,,,,,
Logical Security_4.6,Controls,,,Audit Result,,,,,
Logical Security_4.6,4.6.1,CL 1,Define and document [Requirements for Logging and Monitoring] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Logical Security_4.6,,,"·      Logging the events (e.g. login attempts, configuration changes, firewall logs) related to the information assets which belong to the organization",,,,,,
Logical Security_4.6,,,·      Monitoring of the event logs and analysis of the detected events,,,,,,
Logical Security_4.6,,,·      Required retention period and protection of the event logs,,,,,,
Logical Security_4.6,4.6.2,CL 1,"Activate event logging and record the event logs (e.g. user activities, exceptions, information security events, privileged operations) related to the information assets.",Not Implemented,1- Sample of the captured logs for the Information Assets is missing ,,,,
Logical Security_4.6,4.6.3,CL 1,Protect log information and logging facilities from unauthorized access and tampering.,Not Implemented,"1- Evidence of the placed controls for logs protection (e.g., Encryption and backup to another logging facility or SIEM) is missing ",,,,
Logical Security_4.6,4.6.4,CL 1,Periodically review the event logs and report suspicious events and detected anomalies to the responsible personnel [Incident Management].,Not Implemented,1.Evidence/Reports of logs reviews is missing ,,,,
Logical Security_4.6,4.6.5,CL 1,Retain the logs for a defined time duration as specified in the requirements (e.g. 12 months).,Not Implemented,1.Evidence of retaining the logs for the defined time duration is missing. ,,,,
Logical Security_4.6,4.6.6,CL 2,"Collect, monitor and, analyze events using a log management tool (e.g. SIEM) that includes advanced detection and integration capabilities.",Not Implemented,"1.Evidence of implementation is missing (i.e., SIEM reports, and screenshots of active monitoring).",,,,
Logical Security_4.6,4.6.7,CL 2,Real-time monitoring and review of the event logs of critical information assets.,Not Implemented,1.Evidence of real-time monitoring and alerts from critical systems logs is missing.,,,,
Logical Security_4.6,4.6.8,CL 2,Improve the event detection methods by the use of dedicated tools (e.g. Threat Intelligence Platforms) to update the rules of the log management tools.,Not Implemented,"1.Evidence of implementation is missing (i.e., reports from threat intelligence platforms, and screenshots of updated SIEM rules). 
",,,,
Logical Security_4.6,4.6.9,CL 3,"Continuously measure, review and optimize the [Requirements for Logging and Monitoring].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_4.7,4.7,Identity and Access Management (IAM),,,,,,,
Logical Security_4.7,Controls,,,Audit Result,,,,,
Logical Security_4.7,4.7.1,CL 1,Define and document [Requirements for Identity and Access Management] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Logical Security_4.7,,,"·      User accounts, privilege accounts, granting, and revoking access rights",,,,,,
Logical Security_4.7,,,"·      Authentication and authorization requirements (e.g. in case of remote access, two-factor authentication)",,,,,,
Logical Security_4.7,,,·      Password management requirements,,,,,,
Logical Security_4.7,4.7.2,CL 1,Define and implement a process to {Allocate/Revoke User Rights} considering:,Not Implemented,1- Evidence of implementing the process is missing. ,,,,
Logical Security_4.7,,,·      Assign access rights to the users based on what they are authorized to use (e.g. Role Based Access Control) ,,,,,,
Logical Security_4.7,,,·      Reallocate the user access rights upon change of job functions (e.g. changing departments) ,,,,,,
Logical Security_4.7,,,"·      Manage user authentication and authorization based on the access control principle (e.g. need-to-know, need-to-use, principle of least privilege, and segregation of duties) and maintain an up-to-date [Access Control List]",,,,,,
Logical Security_4.7,,,·      Revoke access rights to the information systems upon change of contractual agreements (e.g. termination of employment) ,,,,,,
Logical Security_4.7,4.7.3,CL 1,Control and restrict the allocation and use of privilege access rights. ,Not Implemented,1.Evidence of the cybersecurity measures implemented on privileged accounts is missing.,,,,
Logical Security_4.7,4.7.4,CL 1,Provide multi-factor authentication for access to sensitive and critical information systems as well as for remote access.,Not Implemented,1.Evidence of implementing multi-factor authentication for access to sensitive and critical information systems as well as for Remote access is missing. ,,,,
Logical Security_4.7,4.7.5,CL 1,"Enforce the password management requirements (e.g. use of strong passwords for authentication, regular password changes, account suspension and lockouts after multiple failed login attempts) and that the user authentication information is secured against disclosure (e.g. using encryption mechanisms during the transfer of authentication information).",Not Implemented,"1- Evidence of the implemented Password Policy is missing
2- Evidence of securing user authentication information is missing. ",,,,
Logical Security_4.7,4.7.6,CL 2,"Regularly review user identity and access rights (review frequency taking into consideration for e.g. different account types, criticality of the information assets) and ensure conformance to the access control principles (e.g. asset owner should regularly review user access rights).",Not Implemented,1. Evidence of review of user access is missing. ,,,,
Logical Security_4.7,4.7.7,CL 2,Enhance and implement the [Requirements for Identity and Access Management] to use tools to automate and centralize the identity and access management.,Not Implemented,"1.Evidence of implementation is missing (i.e., screenshots or procedures showing centralized IAM system) ",,,,
Logical Security_4.7,4.7.8,CL 2,Use dedicated systems for tasks that require administrative access (e.g. configuration of critical systems).,Not Implemented,"1.Evidence of implementation is missing (i.e., screenshots showing administrative access system configuration).",,,,
Logical Security_4.7,4.7.9,CL 3,"Continuously measure, review and optimize the [Requirements for Identity and Access Management] as well as the effectiveness of the process.",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_4.8,4.8,Application Whitelisting,,,,,,,
Logical Security_4.8,Controls,,,Audit Result,,,,,
Logical Security_4.8,4.8.1,CL 1,Define and document [Requirements for Application Whitelisting] which consider the following:,Not Implemented,1- The Document is Missing the approval (Name-Signature-Date),,,,
Logical Security_4.8,,,·      A list of authorized software,,,,,,
Logical Security_4.8,,,·      Approved application whitelisting tools,,,,,,
Logical Security_4.8,4.8.2,CL 1,"Establish and disseminate an [Index of Authorized Software] including software applications, software libraries (e.g. *.dll, *.ocx, *.so) and digitally signed scripts (e.g. *.ps1, *.py, macros).",Not Implemented,"1.List of approved application whitelisting tools is missing 
2.Index of Authorized Software (e.g., approved applications, .dll, .ps1, .py, macros, etc.) is missing",,,,
Logical Security_4.8,4.8.3,CL 1,Review and update the [Index of Authorized Software] on a regular basis.,Not Implemented,"1.Evidence of periodic reviews/updates to the authorized software list (logs, change requests, etc.) is missing",,,,
Logical Security_4.8,4.8.4,CL 2,Use application whitelisting tools to ensure that only authorized software executes on all information assets and ensure that the application whitelisting technology cannot be disabled or bypassed.,Not Implemented,"1.Evidence of implementation is missing (i.e., configuration screenshots and logs showing enforcement). ",,,,
Logical Security_4.8,4.8.5,CL 3,"Continuously measure, review and optimize the [Requirements for Application Whitelisting].",Not Implemented,"1- Evidence of scheduled reviews (quarterly/annual) is missing.
2- KPIs or metrics tracked to measure efficiency is missing
3- Version History / Updated Documents: Policies, procedures, or requirements updated to reflect continuous improvement is missing.",,,,
Logical Security_4.9,4.9,Incident Management,,,,,,,
Logical Security_4.9,Controls,,,Audit Result,,,,,
Logical Security_4.9,4.9.1,CL 1,Define and document [Requirements for Incident Management] which consider the following:,Not Implemented,"1.The Cybersecurity Defense Policy is not approved by top management with the company stamp and their signature, name, and date of approval. 
2.The Incident Management Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.",,,,
Logical Security_4.9,,,"·      Incident definition, identification and classification, prioritization, and response",,,,,,
Logical Security_4.9,,,·      Incident reporting structure,,,,,,
Logical Security_4.9,,,·      Testing the incident response process,,,,,,
Logical Security_4.9,,,·      Evidence collection,,,,,,
Logical Security_4.9,,,·      Learning from information security incidents,,,,,,
Logical Security_4.9,4.9.2,CL 1,Define and implement {Incident Response} process considering:,Not Implemented,"1. The Incident Management Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2. Incident monitoring tool showing screenshots of dashboard and highlighting detected incidents, incidents classification, respond techniques are missing.
3. Previous Cybersecurity Incidents Reports",,,,
Logical Security_4.9,,,·      Incident detection by analyzing reported events [Logging and Monitoring] ,,,,,,
Logical Security_4.9,,,·      Incident classification based on predefined criteria as specified in the requirements,,,,,,
Logical Security_4.9,,,"·      Respond to the cybersecurity incidents (contain, eradicate, and recover) within the organization defined timeframes [Change Management]",,,,,,
Logical Security_4.9,,,·      Prepare the [Incident Report] and lessons learned,,,,,,
Logical Security_4.9,,,·      Report cybersecurity incidents with appropriate details to CST,,,,,,
Logical Security_4.9,4.9.3,CL 1,"Conduct regular trainings to test the {Incident Response} process for its effectiveness (e.g. testing communication channels, response times).",Not Implemented,"1. The Incident Management Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2.IR Training Material is missing.
3. Training Attendance Sheet/ attendees record is missing.",,,,
Logical Security_4.9,4.9.4,CL 2,Enhance and implement the [Requirements for Incident Management] to use incident management tools to automate the process and integrate with other relevant systems for increasing efficiency.,Not Implemented,"1. The Incident Management Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2. Evidence of the implemented IR tool is missing.
3.Evidence of received or analyzed threat intel (e.g., IOC feeds, alerts used in incident analysis) is missing.",,,,
Logical Security_4.9,4.9.5,CL 2,Gather threat intelligence and use it during the analysis of the information security events.,Not Implemented,"1. The Incident Management Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2.Threat intelligence reports are missing.
3. Evidence of integrating threat intelligence into incident analysis is missing.",,,,
Logical Security_4.9,4.9.6,CL 2,Establish a forensic team to investigate the information security incidents.,Not Implemented,"1. The Incident Management Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2. Evidence forensic team qualifications.
3.Evidence of forensic analysis conducted on incidents (e.g., logs, memory dumps, timeline analysis).",,,,
Logical Security_4.9,4.9.7,CL 2,"Identify, collect, and preserve the Evidence of the information security incidents. Use the knowledge gained from the information security incidents to reduce the probability and impact of future incidents.",Not Implemented,"1. The Incident Management Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2.Evidence showing repository for cybersecurity incidents, and the applied cybersecurity controls to the repository.",,,,
Logical Security_4.9,4.9.8,CL 3,"Continuously measure, review and optimize the [Requirements for Incident Management] as well as the effectiveness of the process.",Not Implemented,"1. Evidence of scheduled reviews (quarterly/annual) and effectiveness evaluations is missing.
2. KPIs or metrics used to measure efficiency are missing.
3. Version history/updated documents (policies, procedures, or requirements) reflecting continuous improvement are missing.",,,,
Logical Security_4.9,4.10,Malware Handling,,,,,,,
Logical Security_4.9,Controls,,,Audit Result,,,,,
Logical Security_4.10,4.10.1,CL 1,Define and document [Requirements for Malware Handling] which consider the following:,Not Implemented,"1.The Cybersecurity Defense Policy is not approved by top management with the company stamp and their signature, name, and date of approval. 
2.The Malware Handling Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.",,,,
Logical Security_4.9,,,·      Detection and prevention controls to protect against malware,,,,,,
Logical Security_4.9,,,·      Implementation of technical controls to safeguard the organization's information assets,,,,,,
Logical Security_4.10,4.10.2,CL 1,"Use end-point protection software, ensure that this software regularly updates its signature database, and implement measures to prevent this software from being deactivated or altered by users.",Not Implemented,"1.The Malware Handling Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2.Missing evidences of implementing protection software on all end-points and servers such as anti malware.
3 Missing evidence of regularly updating the signature database of the protection software based on scheduled update settings",,,,
Logical Security_4.10,4.10.3,CL 1,"Implement appropriate security measures to block different sources of malicious traffic (e.g. using internet filters, emails filters to block phishing emails, restricting download of dangerous content) [Email & Web Browser Protection].",Not Implemented,"1.The Malware Handling Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2 Evidence of preventing users from deactivating endpoint protection software is missing.
3.Cybersecurity measures implemented to block different sources of malicious traffic on Email & Web Browser, DNS are missing.",,,,
Logical Security_4.10,4.10.4,CL 1,Implement protective measures to safeguard removable media against malware (e.g. conduct an anti-malware scan of removable media when inserted or connected).,Not Implemented,"1. The Malware Handling Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2. Evidence of implement protective measures to safeguard removable media against malware is missing.",,,,
Logical Security_4.9,4.10.5,CL 2,Implement advanced malware detection techniques (e.g. enable Domain Name System (DNS) query logging to detect hostname lookups for known malicious domains).,Not Implemented,"1. The Cybersecurity Defense Policy is not approved by top management with the company stamp and their signature, name, and date of approval
2. Evidence of enabled DNS query logging is missing.",,,,
Logical Security_4.9,4.10.6,CL 2,Use advanced logging and monitoring tools for analyzing and alerting of detected malware events [Logging and Monitoring].,Not Implemented,"1. The Malware Handling Procedure is not approved by top management with the company stamp and their signature, name, and date of approval, Also it is not customized to Layer 3 template document.
2. SOC/SIEM alert rules, malware incident logs from SIEM, correlation rules, or detected events dashboard are missing.",,,,
Logical Security_4.9,4.10.7,CL 3,"Continuously measure, review and optimize the [Requirements for Malware Handling].",Not Implemented,"1. Evidence of scheduled reviews (quarterly/annual) and effectiveness evaluations is missing.
2. KPIs or metrics used to measure efficiency are missing.
3. Version history/updated documents (policies, procedures, or requirements) reflecting continuous improvement are missing.",,,,
